timestamp,accel_x,accel_y,accel_z
1785305759.91918,1.9919757843017578,-1.7860745191574097,9.732429504394531
1785305759.9784327,3.8522706031799316,-0.15801730751991272,7.680599212646484
1785305759.9793155,2.5785553455352783,0.047884032130241394,7.99184513092041
1785305759.9799728,1.8626888990402222,-1.3934253454208374,9.253589630126953
1785305760.0355,2.276885747909546,-1.3239935636520386,9.461885452270508
1785305760.0370526,2.1978771686553955,-0.9528923034667969,8.990227699279785
1785305760.038764,2.233790159225464,-0.9983820915222168,8.990227699279785
1785305760.0971415,2.3295583724975586,-0.3280056416988373,9.354146003723145
1785305760.0983794,2.185906171798706,-0.26575639843940735,9.409213066101074
1785305760.099253,2.142810583114624,-0.7326257228851318,9.457097053527832
1785305760.1007898,2.1164743900299072,-0.5291185975074768,9.583989143371582
1785305760.156011,1.9823989868164062,-0.12210428714752197,9.47146224975586
1785305760.1580086,2.1068975925445557,0.0,9.528923034667969
1785305760.217675,2.255337953567505,-0.004788403399288654,9.023746490478516
1785305760.2756727,3.3039982318878174,0.1412578970193863,7.565677165985107
1785305760.2770276,3.7397429943084717,1.843535304069519,7.15387487411499
1785305760.2784412,3.246537446975708,2.2697031497955322,12.69405746459961
1785305760.2800272,-1.8698714971542358,-8.42040729522705,17.98045539855957
1785305760.2815905,-7.3693528175354,-3.5865142345428467,4.321534156799316
1785305760.283552,11.408370971679688,1.2042834758758545,8.607154846191406
1785305760.3380764,3.222595453262329,1.8483237028121948,8.157045364379883
1785305760.338293,-2.9544448852539062,-1.9153614044189453,7.845798969268799
1785305760.3964627,2.2218191623687744,-1.070208191871643,9.59596061706543
1785305760.4086478,2.070984363555908,-0.019153613597154617,10.611102104187012
1785305760.4087434,1.742978811264038,2.0159177780151367,9.806650161743164
1785305760.4591093,2.5450363159179688,2.10210919380188,8.815450668334961
1785305760.4600732,2.497152328491211,1.7525556087493896,8.920795440673828
1785305760.4606388,1.9536685943603516,0.706289529800415,10.005369186401367
1785305760.5171976,1.3718775510787964,-0.6512228846549988,9.684545516967773
1785305760.517958,1.5155296325683594,-1.094150185585022,9.854534149169922
1785305760.5192144,1.644816517829895,-0.20111294090747833,10.041281700134277
1785305760.5783327,1.659181833267212,-0.10295066982507706,10.08198356628418
1785305760.578778,2.3032219409942627,0.5003881454467773,8.494627952575684
1785305760.5789614,2.403778553009033,-0.27054479718208313,8.741230010986328
1785305760.640652,1.8171991109848022,-0.8092401623725891,9.208099365234375
1785305760.6407347,1.7477672100067139,-0.1388636976480484,9.081207275390625
1785305760.6412663,1.9057846069335938,0.49320554733276367,8.825027465820312
1785305760.7574632,2.0231003761291504,0.24181437492370605,8.971074104309082
1785305760.7583563,1.9153614044189453,-0.09576806426048279,9.373299598693848
